Month,ProductID,Product,UnitsSold
2023-01,22,Sunglasses,35
2023-02,22,Sunglasses,63
2023-03,22,Sunglasses,38
2023-04,22,Sunglasses,41
2023-05,22,Sunglasses,44
2023-06,22,Sunglasses,63
2023-07,22,Sunglasses,121
2023-08,22,Sunglasses,106
2023-09,22,Sunglasses,90
2023-10,22,Sunglasses,81
2023-11,22,Sunglasses,105
2023-12,22,Sunglasses,64
2024-01,22,Sunglasses,121
2024-02,22,Sunglasses,102
2024-03,22,Sunglasses,68
2024-04,22,Sunglasses,50
2024-05,22,Sunglasses,114
2024-06,22,Sunglasses,113
2024-07,22,Sunglasses,96
2024-08,22,Sunglasses,98
2024-09,22,Sunglasses,75
2024-10,22,Sunglasses,84
2024-11,22,Sunglasses,34
2024-12,22,Sunglasses,31
