Month,ProductID,Product,UnitsSold
2023-01,16,Gum,110
2023-02,16,Gum,106
2023-03,16,Gum,115
2023-04,16,Gum,114
2023-05,16,Gum,116
2023-06,16,Gum,114
2023-07,16,Gum,95
2023-08,16,Gum,80
2023-09,16,Gum,123
2023-10,16,Gum,108
2023-11,16,Gum,118
2023-12,16,Gum,76
2024-01,16,Gum,114
2024-02,16,Gum,113
2024-03,16,Gum,96
2024-04,16,Gum,98
2024-05,16,Gum,75
2024-06,16,Gum,84
2024-07,16,Gum,34
2024-08,16,Gum,31
2024-09,16,Gum,44
2024-10,16,Gum,43
2024-11,16,Gum,32
2024-12,16,Gum,110
