Month,ProductID,Product,UnitsSold
2023-01,20,Lighter,45
2023-02,20,Lighter,84
2023-03,20,Lighter,47
2023-04,20,Lighter,53
2023-05,20,Lighter,51
2023-06,20,Lighter,122
2023-07,20,Lighter,81
2023-08,20,Lighter,105
2023-09,20,Lighter,64
2023-10,20,Lighter,34
2023-11,20,Lighter,36
2023-12,20,Lighter,103
2024-01,20,Lighter,83
2024-02,20,Lighter,85
2024-03,20,Lighter,59
2024-04,20,Lighter,71
2024-05,20,Lighter,38
2024-06,20,Lighter,42
2024-07,20,Lighter,108
2024-08,20,Lighter,100
2024-09,20,Lighter,91
2024-10,20,Lighter,118
2024-11,20,Lighter,105
2024-12,20,Lighter,79
